cartridge,bullet_diameter,bullet_brand,bullet_type,bullet_weight,powder_type,burn_rate_index,charge_weight,velocity_fps,coal
308_win,0.308,berger,200_20x_hybrid_target,200.2,vihtavuori_n140,112,37.2,2201,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.2,vihtavuori_n150,124,37.2,2221,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.2,vihtavuori_n540,117,38.3,2254,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.2,vihtavuori_n550,129,40.4,2267,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.2,vihtavuori_n140,112,40.4,2372,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.2,vihtavuori_n150,124,40.3,2388,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.2,vihtavuori_n540,117,41.5,2454,2.795
308_win,0.308,berger,200_20x_hybrid_target,200.2,vihtavuori_n550,129,44.8,2497,2.795
7mm_rem_mag,0.284,swift,a_frame,140,vihtavuori_n160,143,53.2,2717,3.268
7mm_rem_mag,0.284,swift,a_frame,140,vihtavuori_n560,147,59.3,2795,3.268
7mm_rem_mag,0.284,swift,a_frame,140,vihtavuori_n165,153,59.9,2831,3.268
7mm_rem_mag,0.284,swift,a_frame,140,vihtavuori_n160,143,62.2,3068,3.268
7mm_rem_mag,0.284,swift,a_frame,140,vihtavuori_n165,153,67.4,3133,3.268
7mm_rem_mag,0.284,swift,a_frame,140,vihtavuori_n560,147,67.3,3169,3.268
308_win,0.308,hornady,a_max,208,vihtavuori_n140,112,35.2,2080,2.795
308_win,0.308,hornady,a_max,208,vihtavuori_n150,124,37,2123,2.795
308_win,0.308,hornady,a_max,208,vihtavuori_n540,117,37.8,2192,2.795
308_win,0.308,hornady,a_max,208,vihtavuori_n550,129,40.1,2208,2.795
308_win,0.308,hornady,a_max,208,vihtavuori_n140,112,38.4,2267,2.795
308_win,0.308,hornady,a_max,208,vihtavuori_n150,124,40.1,2293,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n133,89,34.7,2297,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n135,102,37,2343,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n140,112,39.4,2372,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n150,124,39.4,2372,2.795
308_win,0.308,hornady,a_max,208,vihtavuori_n540,117,41.2,2395,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n540,117,40.3,2415,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n550,129,42.4,2418,2.795
308_win,0.308,hornady,a_max,208,vihtavuori_n550,129,43.8,2418,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n133,89,38.3,2503,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n135,102,39.8,2533,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n140,112,42.1,2569,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n150,124,42.7,2579,2.795
260_rem,0.264,hornady,a_max,140,vihtavuori_n165,153,43.5,2582,
308_win,0.308,hornady,a_max,168,vihtavuori_n540,117,43.5,2651,2.795
308_win,0.308,hornady,a_max,168,vihtavuori_n550,129,45.5,2651,2.795
260_rem,0.264,hornady,a_max,140,imr_7828sc,154,47,2780,
260_rem,0.264,hornady,a_max,140,hodgdon_h4350,133,43.5,2810,
260_rem,0.264,hornady,a_max,123,hodgdon_varget,113,39.3,2930,2.85
260_rem,0.264,hornady,a_max,123,hodgdon_h4831,146,48,3000,2.85
260_rem,0.264,hornady,a_max,123,alliant_reloder_17,134,44,3030,2.85
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n135,102,36.6,2310,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n140,112,39.7,2359,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n150,124,40.1,2411,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n540,117,40.1,2425,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n550,129,43.2,2448,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n135,102,39.8,2507,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n140,112,43.2,2566,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n150,124,43.5,2598,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n540,117,44.1,2631,2.795
308_win,0.308,hornady,a_tip_match,176,vihtavuori_n550,129,47.2,2651,2.795
300_blk,0.308,nosler,accubond,125,vihtavuori_n105,59,10.2,1699,2.024
300_blk,0.308,nosler,accubond,125,vihtavuori_n105,59,11.9,1893,2.024
300_blk,0.308,nosler,accubond,125,vihtavuori_n110,64,13.7,1903,2.024
300_blk,0.308,nosler,accubond,125,vihtavuori_n110,64,15.3,2024,2.024
6_5_creedmoor,0.264,nosler,accubond,140,vihtavuori_n150,124,28.9,2178,2.795
6_5_creedmoor,0.264,nosler,accubond,140,vihtavuori_n540,117,30.2,2247,2.795
6_5_creedmoor,0.264,nosler,accubond,140,vihtavuori_n550,129,32.1,2287,2.795
260_rem,0.264,nosler,accubond,140,vihtavuori_n160,143,37.5,2343,2.756
260_rem,0.264,nosler,accubond,140,vihtavuori_n550,129,36.1,2362,2.756
260_rem,0.264,nosler,accubond,140,vihtavuori_n560,147,39.5,2415,2.756
308_win,0.308,nosler,accubond,150,vihtavuori_n133,89,36.7,2503,2.795
308_win,0.308,nosler,accubond,150,vihtavuori_n135,102,39,2520,2.795
6_5_creedmoor,0.264,nosler,accubond,140,vihtavuori_n150,124,35,2526,2.795
308_win,0.308,nosler,accubond,150,vihtavuori_n140,112,42.3,2569,2.795
6_5_creedmoor,0.264,nosler,accubond,140,vihtavuori_n540,117,35.5,2592,2.795
260_rem,0.264,nosler,accubond,140,vihtavuori_n160,143,44,2612,2.756
308_win,0.308,nosler,accubond,150,vihtavuori_n540,117,43.2,2618,2.795
308_win,0.308,nosler,accubond,150,vihtavuori_n150,124,42.6,2618,2.795
308_win,0.308,nosler,accubond,150,vihtavuori_n550,129,45.8,2631,2.795
6_5_creedmoor,0.264,nosler,accubond,140,vihtavuori_n550,129,38.3,2651,2.795
260_rem,0.264,nosler,accubond,140,vihtavuori_n550,129,40.9,2661,2.756
260_rem,0.264,nosler,accubond,140,vihtavuori_n560,147,44.8,2700,2.756
308_win,0.308,nosler,accubond,150,vihtavuori_n133,89,40.4,2710,2.795
308_win,0.308,nosler,accubond,125,vihtavuori_n130,84,36.7,2717,2.748
308_win,0.308,nosler,accubond,150,vihtavuori_n135,102,42.7,2746,2.795
308_win,0.308,nosler,accubond,150,vihtavuori_n140,112,45.7,2782,2.795
308_win,0.308,nosler,accubond,125,vihtavuori_n133,89,40.4,2812,2.748
308_win,0.308,nosler,accubond,150,vihtavuori_n150,124,46,2812,2.795
308_win,0.308,nosler,accubond,125,vihtavuori_n140,112,44.8,2825,2.748
308_win,0.308,nosler,accubond,125,vihtavuori_n135,102,42.4,2835,2.748
308_win,0.308,nosler,accubond,125,vihtavuori_n540,117,45.8,2858,2.748
308_win,0.308,nosler,accubond,150,vihtavuori_n540,117,47.2,2858,2.795
308_win,0.308,nosler,accubond,150,vihtavuori_n550,129,50.5,2877,2.795
308_win,0.308,nosler,accubond,125,vihtavuori_n130,84,40.3,2953,2.748
308_win,0.308,nosler,accubond,125,vihtavuori_n133,89,43.7,3025,2.748
308_win,0.308,nosler,accubond,125,vihtavuori_n135,102,46.8,3071,2.748
308_win,0.308,nosler,accubond,125,vihtavuori_n140,112,49.5,3071,2.748
308_win,0.308,nosler,accubond,125,vihtavuori_n540,117,50.2,3130,2.748
260_rem,0.264,swift,A-Frame,140,vihtavuori_n160,143,28.5,2057,2.795
260_rem,0.264,swift,A-Frame,140,vihtavuori_n550,129,31.5,2198,2.795
260_rem,0.264,swift,A-Frame,140,vihtavuori_n560,147,37,2297,2.795
260_rem,0.264,swift,A-Frame,140,vihtavuori_n565,156,40,2375,2.795
270_win,0.277,swift,A-Frame,150,vihtavuori_n160,143,42.4,2444,3.331
260_rem,0.264,swift,A-Frame,140,vihtavuori_n160,143,38.3,2467,2.795
270_win,0.277,swift,A-Frame,140,vihtavuori_n550,129,40.6,2487,3.228
260_rem,0.264,swift,A-Frame,140,vihtavuori_n550,129,37.3,2507,2.795
270_win,0.277,swift,A-Frame,150,vihtavuori_n555,144,44.8,2579,3.331
270_win,0.277,swift,A-Frame,150,vihtavuori_n165,153,47.8,2579,3.331
270_win,0.277,swift,A-Frame,140,vihtavuori_n560,147,48.1,2589,3.228
270_win,0.277,swift,A-Frame,140,vihtavuori_n165,153,47.1,2592,3.228
270_win,0.277,swift,A-Frame,150,vihtavuori_n560,147,49.4,2608,3.331
260_rem,0.264,swift,A-Frame,140,vihtavuori_n560,147,43.8,2621,2.795
260_rem,0.264,swift,A-Frame,140,vihtavuori_n565,156,45.1,2628,2.795
270_win,0.277,swift,A-Frame,150,vihtavuori_n565,156,50.9,2628,3.331
270_win,0.277,swift,A-Frame,150,vihtavuori_n160,143,47.8,2680,3.331
270_win,0.277,swift,A-Frame,150,vihtavuori_n555,144,50.3,2812,3.331
270_win,0.277,swift,A-Frame,140,vihtavuori_n550,129,47.5,2818,3.228
270_win,0.277,swift,A-Frame,150,vihtavuori_n165,153,55.4,2835,3.331
270_win,0.277,swift,A-Frame,140,vihtavuori_n165,153,55.4,2844,3.228
270_win,0.277,swift,A-Frame,150,vihtavuori_n565,156,56.3,2858,3.331
270_win,0.277,swift,A-Frame,150,vihtavuori_n560,147,55.4,2887,3.331
270_win,0.277,swift,A-Frame,140,vihtavuori_n560,147,55.6,2913,3.228
308_win,0.308,lapua,als,57,vihtavuori_n110,64,27.5,3481,2.638
308_win,0.308,lapua,als,57,vihtavuori_n110,64,34.5,3993,2.638
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n150,124,32.4,2441,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n550,129,37.5,2556,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n160,143,40.3,2572,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n560,147,43.1,2585,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n555,144,40.1,2605,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n150,124,36.6,2677,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n550,129,40.6,2808,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n160,143,44.1,2815,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n555,144,44.1,2851,2.677
6_5_creedmoor,0.264,berger,AR Hybrid OTM Tactical,130,vihtavuori_n560,147,47.2,2874,2.677
6_5_creedmoor,0.264,hornady,A-TIP,153,vihtavuori_n165,153,37,2244,2.783
6_5_creedmoor,0.264,hornady,A-TIP,153,vihtavuori_n160,143,34.7,2247,2.783
6_5_creedmoor,0.264,hornady,A-TIP,153,vihtavuori_n560,147,37.8,2310,2.783
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n150,124,31.6,2356,2.795
6_5_creedmoor,0.264,hornady,A-TIP,153,vihtavuori_n565,156,40.9,2382,2.783
6_5_creedmoor,0.264,hornady,A-TIP,153,vihtavuori_n160,143,38.7,2434,2.783
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n160,143,38.6,2493,2.795
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n565,156,43.2,2536,2.795
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n560,147,41.7,2549,2.795
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n150,124,35.8,2572,2.795
6_5_creedmoor,0.264,hornady,A-TIP,153,vihtavuori_n165,153,44.1,2575,2.783
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n555,144,39.5,2579,2.795
6_5_creedmoor,0.264,hornady,A-TIP,153,vihtavuori_n560,147,42.4,2582,2.783
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n165,153,43.2,2592,2.795
6_5_creedmoor,0.264,hornady,A-TIP,153,vihtavuori_n565,156,45.7,2615,2.783
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n160,143,42.3,2694,2.795
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n565,156,47.8,2762,2.795
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n555,144,43.2,2795,2.795
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n560,147,45.8,2822,2.795
6_5_creedmoor,0.264,hornady,A-TIP,135,vihtavuori_n165,153,47.8,2828,2.795
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n150,124,29.9,2165,2.709
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n160,143,36.6,2300,2.709
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n540,117,32.3,2316,2.709
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n550,129,34.4,2352,2.709
270_win,0.277,nosler,ballistic_tip,150,vihtavuori_n160,143,45.1,2395,3.287
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n150,124,33.8,2402,2.709
270_win,0.277,nosler,ballistic_tip,150,vihtavuori_n165,153,47.8,2408,3.287
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n555,144,37.3,2415,2.709
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n150,124,31.6,2421,2.736
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n560,147,39.7,2431,2.709
270_win,0.277,nosler,ballistic_tip,150,vihtavuori_n560,147,48.3,2434,3.287
260_rem,0.264,nosler,ballistic_tip,120,vihtavuori_n140,112,33.6,2461,2.799
260_rem,0.264,nosler,ballistic_tip,120,vihtavuori_n150,124,34,2477,2.799
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n540,117,36,2549,2.709
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n160,143,39.4,2552,2.736
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n160,143,41.2,2559,2.709
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n540,117,34.6,2579,2.736
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n550,129,37.8,2582,2.709
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n550,129,36.4,2595,2.736
260_rem,0.264,nosler,ballistic_tip,120,vihtavuori_n160,143,42.9,2644,2.799
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n555,144,42,2651,2.709
308_win,0.308,nosler,ballistic_tip,125,vihtavuori_n130,84,37,2684,2.756
6_5_creedmoor,0.264,nosler,ballistic_tip,140,vihtavuori_n560,147,44.3,2684,2.709
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n150,124,36.4,2694,2.736
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n555,144,41.4,2710,2.736
308_win,0.308,nosler,ballistic_tip,125,vihtavuori_n133,89,40.1,2721,2.756
308_win,0.308,nosler,ballistic_tip,125,vihtavuori_n135,102,41.6,2732,2.756
260_rem,0.264,nosler,ballistic_tip,120,vihtavuori_n140,112,38.7,2736,2.799
308_win,0.308,nosler,ballistic_tip,125,vihtavuori_n140,112,44.1,2739,2.756
260_rem,0.264,nosler,ballistic_tip,120,vihtavuori_n150,124,38.9,2746,2.799
270_win,0.277,nosler,ballistic_tip,150,vihtavuori_n160,143,52.3,2762,3.287
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n540,117,38.7,2844,2.736
270_win,0.277,nosler,ballistic_tip,150,vihtavuori_n165,153,57.7,2854,3.287
270_win,0.277,nosler,ballistic_tip,150,vihtavuori_n560,147,56.5,2854,3.287
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n160,143,44.6,2858,2.736
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n550,129,40.7,2867,2.736
260_rem,0.264,nosler,ballistic_tip,120,vihtavuori_n160,143,47.2,2904,2.799
6_5_creedmoor,0.264,nosler,ballistic_tip,120,vihtavuori_n555,144,45.7,2953,2.736
260_rem,0.264,nosler,ballistic_tip,120,alliant_reloder_19,140,46.3,3040,2.875
308_win,0.308,nosler,ballistic_tip,125,vihtavuori_n130,84,43,3068,2.756
308_win,0.308,nosler,ballistic_tip,125,vihtavuori_n140,112,49.8,3071,2.756
308_win,0.308,nosler,ballistic_tip,125,vihtavuori_n133,89,46.3,3120,2.756
308_win,0.308,nosler,ballistic_tip,125,vihtavuori_n135,102,48.9,3143,2.756
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n133,89,20.2,2756,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n130,84,20.1,2782,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n135,102,21.6,2799,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n140,112,24.5,2841,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n540,117,24.7,2887,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n133,89,20.8,2890,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n130,84,20.8,2923,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n135,102,22.4,2953,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n140,112,25.9,3015,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n540,117,25.5,3031,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n130,84,22.4,3054,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n133,89,23.5,3068,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n140,112,27,3104,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n135,102,24.5,3107,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n140,112,27,3130,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,60,vihtavuori_n540,117,26.9,3189,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n130,84,23.5,3212,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n133,89,24.8,3261,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n135,102,25.9,3264,2.26
223_rem,0.225,nosler,ballistic_tip_varmint,55,vihtavuori_n540,117,27.9,3333,2.26
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n130,84,34,2356,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n133,89,36,2405,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n135,102,38.6,2490,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n140,112,42.4,2536,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n150,124,42.4,2556,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n550,129,45.8,2589,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n540,117,41.7,2592,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n130,84,37.8,2605,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n133,89,40.4,2657,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n135,102,42.7,2723,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n150,124,45.8,2762,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n140,112,46.5,2769,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n540,117,45.8,2831,2.626
308_win,0.308,brenneke,basic_nature,139,vihtavuori_n550,129,50.5,2844,2.626
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n150,124,31.2,2251,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n140,112,33.2,2343,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n540,117,36.1,2526,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n150,124,35.8,2562,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n550,129,38.6,2566,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n140,112,37.5,2615,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n555,144,42.4,2638,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n540,117,39.8,2812,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n555,144,45.5,2828,2.795
6_5_creedmoor,0.264,sako,Blade 657H,120,vihtavuori_n550,129,42,2848,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n133,89,39.5,2720,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n530,100,40.9,2762,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n135,102,41.7,2769,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n150,124,44.8,2785,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n140,112,44.8,2792,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n540,117,45.5,2825,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n150,124,47.8,2956,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n133,89,43.7,2992,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n140,112,48,3028,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n135,102,45.8,3045,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n530,100,44.6,3048,2.795
308_win,0.308,sako,blade_633a,120,vihtavuori_n540,117,49.8,3110,2.795
308_win,0.308,sako,blade_636a,130,vihtavuori_n133,89,38.9,2680,2.8
308_win,0.308,sako,blade_636a,130,vihtavuori_n135,102,40.6,2717,2.8
308_win,0.308,sako,blade_636a,130,vihtavuori_n140,112,43.8,2733,2.8
308_win,0.308,sako,blade_636a,130,vihtavuori_n133,89,42,2877,2.8
308_win,0.308,sako,blade_636a,130,vihtavuori_n135,102,43.8,2910,2.8
308_win,0.308,sako,blade_636a,130,vihtavuori_n140,112,49.2,3002,2.8
308_win,0.308,sako,blade_645a,150,vihtavuori_n133,89,34,2297,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n135,102,36.6,2402,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n150,124,40.1,2470,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n140,112,40.1,2480,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n550,129,43.2,2516,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n540,117,40.9,2520,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n133,89,38.6,2585,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n135,102,40.3,2628,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n140,112,43.8,2697,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n150,124,44.8,2703,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n540,117,44.1,2736,2.795
308_win,0.308,sako,blade_645a,150,vihtavuori_n550,129,47.8,2779,2.795
223_rem,0.225,sako,blade_648g,55,vihtavuori_n133,89,19.3,2789,2.248
223_rem,0.225,sako,blade_648g,55,vihtavuori_n130,84,21.1,2867,2.248
223_rem,0.225,sako,blade_648g,55,vihtavuori_n135,102,22.4,2900,2.248
223_rem,0.225,sako,blade_648g,55,vihtavuori_n140,112,25.9,2995,2.248
223_rem,0.225,sako,blade_648g,55,vihtavuori_n140,112,26.9,3077,2.248
223_rem,0.225,sako,blade_648g,55,vihtavuori_n130,84,23.8,3176,2.248
223_rem,0.225,sako,blade_648g,55,vihtavuori_n133,89,24.7,3209,2.248
223_rem,0.225,sako,blade_648g,55,vihtavuori_n135,102,25.9,3241,2.248
308_win,0.308,sako,blade_656a,162,vihtavuori_n150,124,37,2277,2.795
308_win,0.308,sako,blade_656a,162,vihtavuori_n140,112,36.3,2297,2.795
308_win,0.308,sako,blade_656a,162,vihtavuori_n540,117,37.8,2352,2.795
308_win,0.308,sako,blade_656a,162,vihtavuori_n550,129,41.7,2392,2.795
308_win,0.308,sako,blade_656a,162,vihtavuori_n150,124,41.2,2503,2.795
308_win,0.308,sako,blade_656a,162,vihtavuori_n140,112,40.4,2520,2.795
308_win,0.308,sako,blade_656a,162,vihtavuori_n540,117,42.6,2615,2.795
308_win,0.308,sako,blade_656a,162,vihtavuori_n550,129,46.9,2667,2.795
243_win,0.243,sierra,blitz_king,70,vihtavuori_n135,102,33.5,2940,2.681
243_win,0.243,sierra,blitz_king,70,vihtavuori_n140,112,36.6,2995,2.681
243_win,0.243,sierra,blitz_king,70,vihtavuori_n550,129,42.6,3071,2.681
243_win,0.243,sierra,blitz_king,70,vihtavuori_n135,102,38.4,3241,2.681
243_win,0.243,sierra,blitz_king,70,vihtavuori_n140,112,41.7,3310,2.681
243_win,0.243,sierra,blitz_king,70,vihtavuori_n550,129,45.7,3402,2.681
223_rem,0.225,sierra,blitzking,50,vihtavuori_n130,84,21.1,3091,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n530,100,23.1,3114,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n140,112,25.5,3120,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n133,89,23.3,3176,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n135,102,24.2,3199,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n140,112,27,3333,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n130,84,23,3356,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n530,100,25.3,3406,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n133,89,25.3,3448,2.26
223_rem,0.225,sierra,blitzking,50,vihtavuori_n135,102,26.2,3471,2.26
300_blk,0.308,nosler,bt,125,hodgdon_trail_boss,22,6.1,1060,2.06
260_rem,0.264,nosler,bt,120,hodgdon_h380,122,41.5,2675,2.79
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n140,112,33.5,2487,2.795
260_rem,0.264,berger,BT Target,120,vihtavuori_n150,124,33.8,2510,2.795
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n150,124,33.6,2516,2.795
260_rem,0.264,berger,BT Target,120,vihtavuori_n540,117,35.3,2598,2.795
260_rem,0.264,berger,BT Target,120,vihtavuori_n550,129,38.9,2628,2.795
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n540,117,35.5,2635,2.795
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n160,143,42,2654,2.795
260_rem,0.264,berger,BT Target,120,vihtavuori_n160,143,42.1,2657,2.795
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n550,129,37.7,2657,2.795
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n140,112,37.3,2723,2.795
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n150,124,37.8,2759,2.795
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n555,144,42.7,2766,2.795
260_rem,0.264,berger,BT Target,120,vihtavuori_n150,124,38.4,2779,2.795
260_rem,0.264,berger,BT Target,120,vihtavuori_n540,117,39.7,2874,2.795
6_5_creedmoor,0.264,berger,BT Target,120,vihtavuori_n540,117,39.4,2890,2.795
